shape_id,shape_pt_lat,shape_pt_sequence,shape_pt_lon,shape_dist_traveled
001_1,35.866436,689,10.606254,13.02
001_1,35.86631,690,10.606452,13.04
001_1,35.866264,691,10.606512,13.05
001_1,35.866222,692,10.606562,13.06
001_1,35.866104,693,10.606674,13.08
001_1,35.866035,694,10.606742,13.09
001_1,35.86589,695,10.606881,13.11
001_1,35.865818,696,10.606954,13.12
001_1,35.86567,697,10.607097,13.14
001_1,35.865593,698,10.607171,13.15
001_1,35.865448,699,10.607318,13.17
001_1,35.86538,700,10.607395,13.18
001_1,35.865257,701,10.607548,13.2
001_1,35.865204,702,10.607628,13.21
001_1,35.8651,703,10.607762,13.23
001_1,35.86505,704,10.60782,13.24
001_1,35.86501,705,10.607869,13.25
001_1,35.864952,706,10.607951,13.26
001_1,35.86493,707,10.608023,13.27
001_1,35.8649,708,10.60807,13.28
001_1,35.864803,709,10.608163,13.29
001_1,35.86474,710,10.608224,13.3
001_1,35.86467,711,10.608294,13.31
001_1,35.86451,712,10.608448,13.33
001_1,35.864426,713,10.608525,13.34
001_1,35.864346,714,10.608606,13.35
001_1,35.864265,715,10.60869,13.36
001_1,35.86418,716,10.608775,13.37
001_1,35.8641,717,10.608861,13.38
001_1,35.86402,718,10.608949,13.39
001_1,35.86386,719,10.609121,13.41
001_1,35.86378,720,10.609205,13.42
001_1,35.863625,721,10.609346,13.44
001_1,35.863544,722,10.609415,13.45
001_1,35.86347,723,10.609487,13.46
001_1,35.863316,724,10.609645,13.48
001_1,35.86324,725,10.609728,13.49
001_1,35.863163,726,10.60981,13.5
001_1,35.863003,727,10.609984,13.52
001_1,35.862923,728,10.610073,13.53
001_1,35.86276,729,10.610245,13.55
001_1,35.862675,730,10.610329,13.56
001_1,35.862495,731,10.610481,13.58
001_1,35.862316,732,10.610634,13.6
001_1,35.862156,733,10.6107855,13.62
001_1,35.86201,734,10.610921,13.64
001_1,35.861958,735,10.610976,13.65
001_1,35.861923,736,10.611042,13.66
001_1,35.861885,737,10.611074,13.67
001_1,35.861763,738,10.611185,13.69
001_1,35.861603,739,10.611329,13.71
001_1,35.86152,740,10.611408,13.72
001_1,35.861435,741,10.611491,13.73
001_1,35.86135,742,10.611573,13.74
001_1,35.861183,743,10.611734,13.76
001_1,35.86109,744,10.61182,13.77
001_1,35.861008,745,10.611911,13.78
001_1,35.86092,746,10.612004,13.79
001_1,35.860744,747,10.6122,13.82
001_1,35.86057,748,10.612397,13.85
001_1,35.86048,749,10.612493,13.86
001_1,35.860317,750,10.612668,13.88
001_1,35.860237,751,10.612752,13.89
001_1,35.86009,752,10.612915,13.91
001_1,35.860016,753,10.612995,13.92
001_1,35.859894,754,10.613131,13.94
001_1,35.859818,755,10.613176,13.95
001_1,35.85977,756,10.613213,13.96
001_1,35.85966,757,10.613312,13.98
001_1,35.859512,758,10.613454,14
001_1,35.85933,759,10.613617,14.03
001_1,35.859146,760,10.613796,14.06
001_1,35.858967,761,10.613973,14.09
001_1,35.85887,762,10.614061,14.1
001_1,35.858685,763,10.614219,14.13
001_1,35.85859,764,10.614292,14.14
001_1,35.858406,765,10.614436,14.16
001_1,35.85831,766,10.61451,14.17
001_1,35.858124,767,10.6146345,14.19
001_1,35.85798,768,10.614807,14.21
001_1,35.857876,769,10.614861,14.22
001_1,35.8578,770,10.614899,14.23
001_1,35.857716,771,10.614941,14.24
001_1,35.857533,772,10.615033,14.26
001_1,35.857334,773,10.615129,14.28
001_1,35.857136,774,10.615231,14.3
001_1,35.857037,775,10.615274,14.31
001_1,35.856937,776,10.615314,14.32
001_1,35.85674,777,10.61538,14.34
001_1,35.856552,778,10.615428,14.36
001_1,35.85647,779,10.615451,14.37
001_1,35.85634,780,10.615501,14.39
001_1,35.856205,781,10.615565,14.41
001_1,35.85611,782,10.615599,14.42
001_1,35.85605,783,10.615612,14.43
001_1,35.855984,784,10.615621,14.44
001_1,35.855827,785,10.615633,14.46
001_1,35.85574,786,10.615636,14.47
001_1,35.855648,787,10.615639,14.48
001_1,35.855553,788,10.615644,14.49
001_1,35.855457,789,10.615649,14.5
001_1,35.855263,790,10.615664,14.52
001_1,35.855164,791,10.615674,14.53
001_1,35.85508,792,10.6156845,14.54
001_1,35.855,793,10.615691,14.55
001_1,35.85492,794,10.615685,14.56
001_1,35.854855,795,10.6156845,14.57
001_1,35.85473,796,10.615688,14.58
001_1,35.854652,797,10.615689,14.59
001_1,35.854565,798,10.615701,14.6
001_1,35.854473,799,10.615719,14.61
001_1,35.854366,800,10.615745,14.62
001_1,35.85426,801,10.615771,14.63
001_1,35.85404,802,10.615823,14.65
001_1,35.853924,803,10.615845,14.66
001_1,35.853817,804,10.615863,14.67
001_1,35.853714,805,10.615876,14.68
001_1,35.8533,806,10.615933,14.73
001_1,35.853085,807,10.615938,14.75
001_1,35.85299,808,10.615951,14.76
001_1,35.85284,809,10.61598,14.78
001_1,35.852745,810,10.615993,14.79
001_1,35.852543,811,10.616014,14.81
001_1,35.852325,812,10.61604,14.83
001_1,35.852215,813,10.616059,14.84
001_1,35.852108,814,10.616082,14.85
001_1,35.851906,815,10.616146,14.87
001_1,35.851715,816,10.616208,14.89
001_1,35.851555,817,10.616233,14.91
001_1,35.851418,818,10.616219,14.93
001_1,35.85129,819,10.616207,14.94
001_1,35.851215,820,10.61621,14.95
001_1,35.85113,821,10.616218,14.96
001_1,35.85093,822,10.616237,14.98
001_1,35.850708,823,10.616276,15
001_1,35.85059,824,10.6163025,15.01
001_1,35.850365,825,10.616374,15.04
001_1,35.850246,826,10.616422,15.05
001_1,35.850006,827,10.616537,15.08
001_1,35.8499,828,10.616602,15.09
001_1,35.849796,829,10.616668,15.1
001_1,35.84964,830,10.616773,15.12
001_1,35.849533,831,10.616841,15.13
001_1,35.84937,832,10.616954,15.15
001_1,35.84929,833,10.617011,15.16
001_1,35.849117,834,10.617071,15.18
001_1,35.849037,835,10.61714,15.19
001_1,35.84891,836,10.61723,15.21
001_1,35.848763,837,10.617331,15.23
001_1,35.848686,838,10.617388,15.24
001_1,35.848534,839,10.617516,15.26
001_1,35.84846,840,10.617585,15.27
001_1,35.848312,841,10.617722,15.29
001_1,35.84823,842,10.6177845,15.3
001_1,35.84805,843,10.617911,15.32
001_1,35.847855,844,10.618052,15.35
001_1,35.847656,845,10.618191,15.38
001_1,35.847477,846,10.6183195,15.4
001_1,35.847404,847,10.618387,15.41
001_1,35.847336,848,10.618461,15.42
001_1,35.847206,849,10.618617,15.44
001_1,35.847153,850,10.618687,15.45
001_1,35.847073,851,10.618712,15.46
001_1,35.847034,852,10.618747,15.47
001_1,35.846977,853,10.618842,15.48
001_1,35.846893,854,10.618976,15.5
001_1,35.846844,855,10.619052,15.51
001_1,35.846798,856,10.61912,15.52
001_1,35.84675,857,10.619171,15.53
001_1,35.84665,858,10.619218,15.54
001_1,35.84659,859,10.619214,15.55
001_1,35.84653,860,10.619195,15.56
001_1,35.846424,861,10.619142,15.57
001_1,35.846348,862,10.619093,15.58
001_1,35.846317,863,10.619046,15.59
001_1,35.846226,864,10.6190195,15.6
001_1,35.846073,865,10.619014,15.62
001_1,35.84589,866,10.619057,15.64
001_1,35.845695,867,10.6191,15.66
001_1,35.845493,868,10.61914,15.68
001_1,35.845287,869,10.619166,15.7
001_1,35.84518,870,10.619175,15.71
001_1,35.84498,871,10.619169,15.73
001_1,35.84478,872,10.619131,15.75
001_1,35.84462,873,10.61907,15.77
001_1,35.84455,874,10.619038,15.78
001_1,35.844482,875,10.619003,15.79
001_1,35.844418,876,10.618967,15.8
001_1,35.84429,877,10.618894,15.82
001_1,35.844173,878,10.618815,15.83
001_1,35.84405,879,10.618736,15.85
001_1,35.843925,880,10.618655,15.87
001_1,35.84381,881,10.618565,15.89
001_1,35.843754,882,10.61851,15.9
001_1,35.843685,883,10.618451,15.91
001_1,35.84362,884,10.618391,15.92
001_1,35.843555,885,10.618331,15.93
001_1,35.843384,886,10.6181965,15.95
001_1,35.843315,887,10.6182165,15.96
001_1,35.843258,888,10.618208,15.97
001_1,35.843193,889,10.618172,15.98
001_1,35.843147,890,10.6181345,15.99
001_1,35.843044,891,10.618031,16
001_1,35.842934,892,10.617907,16.02
001_1,35.84283,893,10.617787,16.04
001_1,35.84274,894,10.6177025,16.05
001_1,35.842648,895,10.617709,16.06
001_1,35.842648,896,10.61777,16.07
001_1,35.842575,897,10.617869,16.08
001_1,35.842525,898,10.617932,16.09
001_1,35.84243,899,10.618079,16.11
001_1,35.84239,900,10.618166,16.12
001_1,35.842342,901,10.618258,16.13
001_1,35.84226,902,10.618446,16.15
001_1,35.842213,903,10.618542,16.16
001_1,35.842113,904,10.618744,16.18
001_1,35.84206,905,10.618839,16.19
001_1,35.841957,906,10.619008,16.21
001_1,35.841904,907,10.619086,16.22
001_1,35.84178,908,10.619253,16.24
001_1,35.841652,909,10.619458,16.26
001_1,35.841507,910,10.619684,16.29
001_1,35.84143,911,10.619802,16.3
001_1,35.84135,912,10.619927,16.31
001_1,35.841198,913,10.6201725,16.34
001_1,35.84113,914,10.620297,16.35
001_1,35.84099,915,10.620552,16.38
001_1,35.840855,916,10.620812,16.41
001_1,35.840736,917,10.621068,16.44
001_1,35.840622,918,10.62131,16.47
001_1,35.840508,919,10.621548,16.49
001_1,35.840405,920,10.621765,16.51
001_1,35.840355,921,10.621867,16.52
001_1,35.8403,922,10.621967,16.53
001_1,35.84025,923,10.622065,16.54
001_1,35.84017,924,10.622248,16.56
001_1,35.840096,925,10.622414,16.58
001_1,35.84,926,10.622541,16.6
001_1,35.83989,927,10.622588,16.61
001_1,35.839836,928,10.622584,16.62
001_1,35.839733,929,10.62257,16.63
001_1,35.83968,930,10.622588,16.64
001_1,35.839622,931,10.622614,16.65
001_1,35.839573,932,10.622658,16.66
001_1,35.839516,933,10.62271,16.67
001_1,35.839428,934,10.622777,16.68
001_1,35.83937,935,10.622828,16.69
001_1,35.839317,936,10.622887,16.7
001_1,35.83919,937,10.6230135,16.72
001_1,35.839123,938,10.62308,16.73
001_1,35.83899,939,10.623216,16.75
001_1,35.838844,940,10.623362,16.77
001_1,35.8387,941,10.623512,16.79
001_1,35.838554,942,10.623664,16.81
001_1,35.83848,943,10.6237335,16.82
001_1,35.838364,944,10.6238575,16.84
001_1,35.83838,945,10.623941,16.85
001_1,35.838314,946,10.624021,16.86
001_1,35.838264,947,10.624077,16.87
001_1,35.838135,948,10.624212,16.89
001_1,35.837994,949,10.624352,16.91
001_1,35.837925,950,10.6244335,16.92
001_1,35.8378,951,10.624603,16.94
001_1,35.83769,952,10.624767,16.96
001_1,35.837593,953,10.624924,16.98
001_1,35.83751,954,10.625091,17
001_1,35.83743,955,10.625289,17.02
001_1,35.837296,956,10.625572,17.05
001_1,35.83716,957,10.625796,17.08
001_1,35.837013,958,10.625938,17.1
001_1,35.83695,959,10.625977,17.11
001_1,35.83689,960,10.626006,17.12
001_1,35.83685,961,10.626042,17.13
001_1,35.836803,962,10.626076,17.14
001_1,35.836742,963,10.626114,17.15
001_1,35.83665,964,10.626174,17.16
001_1,35.836544,965,10.626257,17.17
001_1,35.836422,966,10.626343,17.19
001_1,35.836357,967,10.626388,17.2
001_1,35.83629,968,10.6264305,17.21
001_1,35.836224,969,10.626469,17.22
001_1,35.836082,970,10.626551,17.24
001_1,35.83601,971,10.6266,17.25
001_1,35.83593,972,10.626652,17.26
001_1,35.835766,973,10.626751,17.28
001_1,35.835606,974,10.626854,17.3
001_1,35.835426,975,10.626953,17.32
001_1,35.835236,976,10.627047,17.34
001_1,35.835056,977,10.627146,17.36
001_1,35.834892,978,10.627268,17.38
001_1,35.834747,979,10.627397,17.4
001_1,35.834682,980,10.627457,17.41
001_1,35.834614,981,10.627525,17.42
001_1,35.83452,982,10.627669,17.44
001_1,35.834457,983,10.627782,17.45
001_1,35.8344,984,10.627876,17.46
001_1,35.83433,985,10.627954,17.47
001_1,35.8343,986,10.628018,17.48
001_1,35.83428,987,10.628066,17.48
001_1,35.83426,988,10.628118,17.49
001_1,35.834213,989,10.628227,17.5
001_1,35.83417,990,10.628322,17.51
001_1,35.83413,991,10.628403,17.52
001_1,35.834076,992,10.62849,17.53
001_1,35.83406,993,10.628545,17.54
001_1,35.83403,994,10.628608,17.55
001_1,35.833996,995,10.628676,17.56
001_1,35.833954,996,10.62875,17.57
001_1,35.833908,997,10.62883,17.58
001_1,35.83387,998,10.628915,17.59
001_1,35.83383,999,10.628979,17.6
001_1,35.83379,1000,10.629064,17.61
001_1,35.833733,1001,10.62916,17.62
001_1,35.833683,1002,10.62925,17.63
001_1,35.833637,1003,10.629339,17.64
001_1,35.8336,1004,10.629441,17.65
001_1,35.83358,1005,10.629499,17.66
001_1,35.83354,1006,10.629619,17.67
001_1,35.833515,1007,10.62968,17.68
001_1,35.83349,1008,10.629744,17.69
001_1,35.833412,1009,10.629872,17.7
001_1,35.83332,1010,10.629997,17.72
001_1,35.833214,1011,10.630126,17.74
001_1,35.833115,1012,10.63025,17.76
001_1,35.833065,1013,10.630311,17.77
001_1,35.833004,1014,10.630406,17.78
001_1,35.832962,1015,10.630486,17.79
001_1,35.83293,1016,10.630534,17.8
001_1,35.8329,1017,10.630596,17.81
001_1,35.832855,1018,10.630675,17.82
001_1,35.8328,1019,10.63076,17.83
001_1,35.83277,1020,10.630803,17.84
001_1,35.832714,1021,10.630866,17.85
001_1,35.83268,1022,10.630944,17.86
001_1,35.8326,1023,10.63105,17.87
001_1,35.8325,1024,10.631144,17.88
001_1,35.83238,1025,10.631228,17.9
001_1,35.832245,1026,10.631307,17.92
001_1,35.83218,1027,10.631344,17.93
001_1,35.83205,1028,10.6314125,17.95
001_1,35.831936,1029,10.631481,17.96
001_1,35.831882,1030,10.631509,17.97
001_1,35.831787,1031,10.631547,17.98
001_1,35.831738,1032,10.631565,17.99
001_1,35.831688,1033,10.631583,18
001_1,35.831642,1034,10.6316,18.01
001_1,35.831528,1035,10.631644,18.02
001_1,35.83146,1036,10.631673,18.03
001_1,35.83129,1037,10.631742,18.05
001_1,35.831085,1038,10.631837,18.07
001_1,35.830864,1039,10.631934,18.1
001_1,35.83065,1040,10.632041,18.13
001_1,35.83045,1041,10.63216,18.15
001_1,35.830276,1042,10.632289,18.17
001_1,35.830097,1043,10.632423,18.19
001_1,35.829906,1044,10.632561,18.21
001_1,35.82981,1045,10.6326275,18.22
001_1,35.829643,1046,10.632734,18.24
001_1,35.82948,1047,10.632822,18.26
001_1,35.829407,1048,10.632857,18.27
001_1,35.829346,1049,10.632883,18.28
001_1,35.829266,1050,10.632906,18.29
001_1,35.829193,1051,10.632909,18.3
001_1,35.829105,1052,10.632919,18.31
001_1,35.829006,1053,10.632958,18.32
001_1,35.828934,1054,10.632994,18.33
001_1,35.828884,1055,10.6330185,18.34
001_1,35.828766,1056,10.6330805,18.35
001_1,35.8287,1057,10.633114,18.36
001_1,35.828632,1058,10.633146,18.37
001_1,35.828564,1059,10.633181,18.38
001_1,35.828487,1060,10.633219,18.39
001_1,35.82842,1061,10.63326,18.4
001_1,35.82828,1062,10.633346,18.42
001_1,35.82821,1063,10.6333885,18.43
001_1,35.828068,1064,10.633477,18.45
001_1,35.827946,1065,10.633563,18.47
001_1,35.827896,1066,10.633596,18.48
001_1,35.827797,1067,10.633633,18.49
001_1,35.827744,1068,10.633645,18.5
001_1,35.82769,1069,10.63366,18.51
001_1,35.82764,1070,10.633679,18.52
001_1,35.82753,1071,10.633723,18.53
001_1,35.827473,1072,10.63375,18.54
001_1,35.82741,1073,10.633779,18.55
001_1,35.82731,1074,10.633831,18.56
001_1,35.82723,1075,10.633859,18.57
001_1,35.82712,1076,10.6339,18.58
001_1,35.82697,1077,10.633969,18.6
001_1,35.826786,1078,10.634051,18.62
001_1,35.8266,1079,10.63414,18.64
001_1,35.826416,1080,10.634214,18.66
001_1,35.826244,1081,10.634286,18.68
001_1,35.826122,1082,10.6343355,18.69
001_1,35.82605,1083,10.634364,18.7
001_1,35.826,1084,10.634382,18.71
001_1,35.82595,1085,10.63439,18.72
001_1,35.825867,1086,10.634395,18.73
001_1,35.8258,1087,10.634405,18.74
001_1,35.825684,1088,10.63444,18.75
001_1,35.825546,1089,10.634492,18.77
001_1,35.825478,1090,10.634521,18.78
001_1,35.825344,1091,10.634561,18.8
001_1,35.82521,1092,10.634589,18.82
001_1,35.825077,1093,10.634584,18.83
001_1,35.824993,1094,10.634591,18.84
001_1,35.824863,1095,10.634607,18.85
001_1,35.82478,1096,10.634614,18.86
001_1,35.824715,1097,10.634619,18.87
001_1,35.824642,1098,10.634645,18.88
001_1,35.82455,1099,10.634683,18.89
001_1,35.824482,1100,10.634704,18.9
001_1,35.82439,1101,10.634717,18.91
001_1,35.82433,1102,10.634714,18.92
001_1,35.82426,1103,10.634707,18.93
001_1,35.824184,1104,10.634697,18.94
001_1,35.82401,1105,10.634676,18.96
001_1,35.823902,1106,10.63467,18.97
001_1,35.823788,1107,10.634665,18.98
001_1,35.823544,1108,10.634652,19.01
001_1,35.82329,1109,10.634639,19.04
001_1,35.82304,1110,10.634625,19.07
001_1,35.822807,1111,10.634623,19.1
001_1,35.8226,1112,10.634629,19.12
001_1,35.82242,1113,10.634656,19.14
001_1,35.822334,1114,10.634671,19.15
001_1,35.822193,1115,10.634687,19.17
001_1,35.822063,1116,10.63466,19.18
001_1,35.821983,1117,10.634586,19.19
001_1,35.821934,1118,10.634532,19.2
001_1,35.821884,1119,10.63446,19.21
001_1,35.821808,1120,10.634375,19.22
001_1,35.82176,1121,10.634327,19.23
001_1,35.82165,1122,10.634223,19.25
001_1,35.82154,1123,10.6341,19.27
001_1,35.82148,1124,10.63403,19.28
001_1,35.821346,1125,10.633881,19.3
001_1,35.821274,1126,10.633797,19.31
001_1,35.821117,1127,10.633626,19.33
001_1,35.821033,1128,10.63354,19.34
001_1,35.82087,1129,10.633374,19.36
001_1,35.8207,1130,10.633221,19.38
001_1,35.820614,1131,10.633146,19.39
001_1,35.820183,1132,10.632793,19.45
001_1,35.81978,1133,10.632506,19.5
001_1,35.819717,1134,10.632541,19.51
001_1,35.81966,1135,10.632506,19.52
001_1,35.81962,1136,10.63248,19.53
001_1,35.81957,1137,10.632446,19.54
001_1,35.81947,1138,10.632375,19.55
001_1,35.819363,1139,10.632297,19.56
001_1,35.81931,1140,10.632258,19.57
001_1,35.819256,1141,10.632223,19.58
001_1,35.819153,1142,10.632171,19.59
001_1,35.819096,1143,10.632151,19.6
001_1,35.818974,1144,10.632098,19.61
001_1,35.81886,1145,10.632021,19.62
001_1,35.81877,1146,10.631935,19.63
001_1,35.81872,1147,10.631889,19.64
001_1,35.818672,1148,10.6318445,19.65
001_1,35.81855,1149,10.63175,19.67
001_1,35.81841,1150,10.631657,19.69
001_1,35.818245,1151,10.631572,19.71
001_1,35.818054,1152,10.63149,19.73
001_1,35.817852,1153,10.631398,19.75
001_1,35.817654,1154,10.631277,19.77
001_1,35.817455,1155,10.631163,19.79
001_1,35.81728,1156,10.631069,19.81
001_1,35.817196,1157,10.631025,19.82
001_1,35.817116,1158,10.630984,19.83
001_1,35.81696,1159,10.63092,19.85
001_1,35.8168,1160,10.630859,19.87
001_1,35.816624,1161,10.630808,19.89
001_1,35.816456,1162,10.630762,19.91
001_1,35.816288,1163,10.630718,19.93
001_1,35.816124,1164,10.630663,19.95
001_1,35.81596,1165,10.630602,19.97
001_1,35.8158,1166,10.630536,19.99
001_1,35.815643,1167,10.630457,20.01
001_1,35.815487,1168,10.630392,20.03
001_1,35.815327,1169,10.630327,20.05
001_1,35.815144,1170,10.630261,20.07
001_1,35.814938,1171,10.630182,20.09
001_1,35.814728,1172,10.630092,20.11
001_1,35.814613,1173,10.630042,20.12
001_1,35.814484,1174,10.629984,20.14
001_1,35.81437,1175,10.629919,20.15
001_1,35.814316,1176,10.629923,20.16
001_1,35.814243,1177,10.629879,20.17
001_1,35.81415,1178,10.629863,20.18
001_1,35.814056,1179,10.629859,20.19
001_1,35.81394,1180,10.629851,20.2
001_1,35.81383,1181,10.629801,20.21
001_1,35.81377,1182,10.629738,20.22
001_1,35.81373,1183,10.629766,20.23
001_1,35.81379,1184,10.629784,20.24
001_1,35.813744,1185,10.629769,20.25
001_1,35.81379,1186,10.629782,20.26
001_1,35.813835,1187,10.629784,20.27
____1,35.813835,1,10.629784,0
____1,35.81379,2,10.629782,0.01
____1,35.813744,3,10.629769,0.02
____1,35.81379,4,10.629784,0.03
____1,35.81373,5,10.629766,0.04
____1,35.81377,6,10.629738,0.05
____1,35.81383,7,10.629801,0.06
____1,35.81394,8,10.629851,0.07
____1,35.814056,9,10.629859,0.08
____1,35.81415,10,10.629863,0.09
____1,35.814243,11,10.629879,0.1
____1,35.814316,12,10.629923,0.11
____1,35.81437,13,10.629919,0.12
____1,35.814484,14,10.629984,0.13
____1,35.814613,15,10.630042,0.15
____1,35.814728,16,10.630092,0.16
____1,35.814938,17,10.630182,0.18
____1,35.815144,18,10.630261,0.2
____1,35.815327,19,10.630327,0.22
____1,35.815487,20,10.630392,0.24
____1,35.815643,21,10.630457,0.26
____1,35.8158,22,10.630536,0.28
____1,35.81596,23,10.630602,0.3
____1,35.816124,24,10.630663,0.32
____1,35.816288,25,10.630718,0.34
____1,35.816456,26,10.630762,0.36
____1,35.816624,27,10.630808,0.38
____1,35.8168,28,10.630859,0.4
____1,35.81696,29,10.63092,0.42
____1,35.817116,30,10.630984,0.44
____1,35.817196,31,10.631025,0.45
____1,35.81728,32,10.631069,0.46
____1,35.817455,33,10.631163,0.48
____1,35.817654,34,10.631277,0.5
____1,35.817852,35,10.631398,0.52
____1,35.818054,36,10.63149,0.54
____1,35.818245,37,10.631572,0.56
____1,35.81841,38,10.631657,0.58
____1,35.81855,39,10.63175,0.6
____1,35.818672,40,10.6318445,0.62
____1,35.81872,41,10.631889,0.63
____1,35.81877,42,10.631935,0.64
____1,35.81886,43,10.632021,0.65
____1,35.818974,44,10.632098,0.66
____1,35.819096,45,10.632151,0.67
____1,35.819153,46,10.632171,0.68
____1,35.819256,47,10.632223,0.69
____1,35.81931,48,10.632258,0.7
____1,35.819363,49,10.632297,0.71
____1,35.81947,50,10.632375,0.72
____1,35.81957,51,10.632446,0.73
____1,35.81962,52,10.63248,0.74
____1,35.81966,53,10.632506,0.75
____1,35.819717,54,10.632541,0.76
____1,35.81978,55,10.632506,0.77
____1,35.820065,56,10.636779,1.16
____1,35.82017,57,10.6369095,1.18
____1,35.820423,58,10.63736,1.23
____1,35.82053,59,10.637622,1.26
____1,35.820824,60,10.638234,1.32
____1,35.821125,61,10.6388235,1.38
____1,35.821346,62,10.639333,1.43
____1,35.821682,63,10.639801,1.49
____1,35.82185,64,10.639884,1.51
____1,35.822014,65,10.639937,1.53
____1,35.822247,66,10.640015,1.56
____1,35.822773,67,10.640216,1.62
____1,35.8231,68,10.640329,1.66
____1,35.82317,69,10.640374,1.67
____1,35.82331,70,10.640416,1.69
____1,35.823696,71,10.640479,1.73
____1,35.823814,72,10.640435,1.74
____1,35.824078,73,10.640386,1.77
____1,35.824318,74,10.640346,1.8
____1,35.824703,75,10.640317,1.84
____1,35.824936,76,10.640302,1.87
____1,35.82539,77,10.640279,1.92
____1,35.82582,78,10.64031,1.97
____1,35.82621,79,10.6404295,2.01
____1,35.826588,80,10.640615,2.06
____1,35.82678,81,10.640693,2.08
____1,35.826843,82,10.6407175,2.09
____1,35.826958,83,10.640775,2.1
____1,35.82706,84,10.640824,2.11
____1,35.827156,85,10.640876,2.12
____1,35.8272,86,10.640975,2.13
____1,35.827248,87,10.641003,2.14
____1,35.82734,88,10.641062,2.15
____1,35.827454,89,10.641118,2.16
____1,35.82757,90,10.641167,2.17
____1,35.827633,91,10.641186,2.18
____1,35.827755,92,10.64122,2.19
____1,35.827877,93,10.6412525,2.2
____1,35.827938,94,10.641269,2.21
____1,35.828053,95,10.641295,2.22
____1,35.828106,96,10.6413,2.23
____1,35.82815,97,10.641302,2.23
____1,35.828266,98,10.641268,2.24
____1,35.828327,99,10.641224,2.25
____1,35.828392,100,10.641159,2.26
____1,35.82846,101,10.641078,2.27
____1,35.828526,102,10.641001,2.28
____1,35.82856,103,10.640884,2.29
____1,35.828598,104,10.64082,2.3
____1,35.828632,105,10.640762,2.31
____1,35.82866,106,10.640703,2.32
____1,35.828682,107,10.640626,2.33
____1,35.82873,108,10.640507,2.34
____1,35.82876,109,10.640445,2.35
____1,35.82878,110,10.640383,2.36
____1,35.82882,111,10.640267,2.37
____1,35.828854,112,10.640177,2.38
____1,35.8289,113,10.640026,2.39
____1,35.82891,114,10.639927,2.4
____1,35.82892,115,10.639851,2.41
____1,35.828903,116,10.639753,2.42
____1,35.8289,117,10.639589,2.43
____1,35.8289,118,10.639497,2.44
____1,35.828903,119,10.639398,2.45
____1,35.828907,120,10.639295,2.46
____1,35.828915,121,10.639188,2.47
____1,35.828922,122,10.638971,2.49
____1,35.828922,123,10.638863,2.5
____1,35.82891,124,10.638656,2.52
____1,35.828907,125,10.638558,2.53
____1,35.82891,126,10.638473,2.54
____1,35.828907,127,10.638398,2.55
____1,35.828888,128,10.638269,2.56
____1,35.8289,129,10.638128,2.57
____1,35.828922,130,10.638035,2.58
____1,35.82893,131,10.637981,2.58
____1,35.82894,132,10.6379175,2.59
____1,35.82895,133,10.637836,2.6
____1,35.82897,134,10.637637,2.62
____1,35.82899,135,10.637417,2.64
____1,35.829,136,10.637307,2.65
____1,35.82901,137,10.637198,2.66
____1,35.829037,138,10.63699,2.68
____1,35.829086,139,10.636789,2.7
____1,35.829113,140,10.636687,2.71
____1,35.829163,141,10.636483,2.73
____1,35.829212,142,10.63628,2.75
____1,35.829227,143,10.636175,2.76
____1,35.82926,144,10.635974,2.78
____1,35.82927,145,10.635881,2.79
____1,35.829292,146,10.635703,2.81
____1,35.8293,147,10.635529,2.83
____1,35.8293,148,10.635438,2.84
____1,35.8293,149,10.635242,2.86
____1,35.82931,150,10.635033,2.88
____1,35.82933,151,10.634815,2.9
____1,35.829338,152,10.634703,2.91
____1,35.82934,153,10.634592,2.92
____1,35.829334,154,10.634394,2.94
____1,35.829338,155,10.634318,2.95
____1,35.829346,156,10.634263,2.96
____1,35.829376,157,10.634187,2.97
____1,35.82938,158,10.634126,2.98
____1,35.829388,159,10.634032,2.99
____1,35.82939,160,10.6338825,3
____1,35.829395,161,10.6338,3.01
____1,35.829403,162,10.633627,3.03
____1,35.829407,163,10.633538,3.04
____1,35.829403,164,10.63345,3.05
____1,35.829388,165,10.63328,3.07
____1,35.829365,166,10.633198,3.08
____1,35.829338,167,10.633121,3.09
____1,35.829277,168,10.632969,3.11
____1,35.829346,169,10.632911,3.12
____1,35.829613,170,10.632754,3.15
____1,35.82989,171,10.632669,3.18
____1,35.8305,172,10.632334,3.25
____1,35.83112,173,10.631922,3.33
____1,35.83162,174,10.631573,3.39
____1,35.831802,175,10.631448,3.41
____1,35.831898,176,10.631415,3.42
____1,35.832,177,10.631391,3.43
____1,35.83215,178,10.6313305,3.45
____1,35.832306,179,10.631252,3.47
____1,35.83251,180,10.631092,3.5
____1,35.832813,181,10.630734,3.55
____1,35.833004,182,10.6304865,3.58
____1,35.833393,183,10.629925,3.65
____1,35.833603,184,10.629629,3.69
____1,35.833847,185,10.629129,3.74
____1,35.833927,186,10.6289015,3.76
____1,35.83404,187,10.628548,3.79
____1,35.834072,188,10.628414,3.8
____1,35.834137,189,10.628264,3.82
____1,35.83423,190,10.628091,3.84
____1,35.834316,191,10.627905,3.86
____1,35.834457,192,10.627639,3.89
____1,35.834545,193,10.627567,3.9
____1,35.834587,194,10.627537,3.91
____1,35.834652,195,10.627483,3.92
____1,35.834736,196,10.627392,3.93
____1,35.834854,197,10.627281,3.95
____1,35.834995,198,10.627171,3.97
